sensor,date,lpl_conc,mpl_conc,lpl_ir,mpl_ir,bme_pres,bme_rh,bme_temp,ref_co2,ref_h2o,bme_h2o,N
0101121B,2023-08-06 01:00,531.138,2.113,34106.655,34830.455,961.789,59.756,18.031,421.359,1.313,1.2841518,55
0101121E,2023-08-06 01:00,496.393,1.715,34287.927,35541.873,962.004,60.683,17.962,421.359,1.313,1.2981391,55
1011222,2023-08-06 01:00,460.189,1.801,34992.236,35553.455,961.84,59.824,17.95,421.359,1.313,1.2790353,55
0101121B,2023-08-06 02:00,526.121,2.008,34135.635,35044.173,961.294,54.952,18.41,419.762,1.23,1.2103548,52
0101121E,2023-08-06 02:00,491.879,1.622,34333.058,35766.827,961.506,55.541,18.332,419.762,1.23,1.2171659,52
1011222,2023-08-06 02:00,455.633,1.708,35041.327,35758.808,961.317,54.986,18.3,419.762,1.23,1.2028452,52
0101121B,2023-08-06 03:00,524.347,2.027,34146.4,34978.182,961.038,54.936,18.542,417.963,1.25,1.2190248,55
0101121E,2023-08-06 03:00,490.1,1.641,34355.909,35703,961.242,55.649,18.422,417.963,1.25,1.225286,55
1011222,2023-08-06 03:00,454.027,1.729,35066.455,35694.564,961.055,55.153,18.348,417.963,1.25,1.209077,55
0101121B,2023-08-06 04:00,528.768,2.077,34182.339,34952.982,961.55,58.9,17.765,418.911,1.288,1.2453942,56
0101121E,2023-08-06 04:00,493.623,1.688,34363.804,35655.696,961.761,59.807,17.654,418.911,1.288,1.2554332,56
1011222,2023-08-06 04:00,457.254,1.774,35080.732,35677.393,961.541,59.111,17.624,418.911,1.288,1.2387103,56
0101121B,2023-08-06 05:00,533.614,2.106,34253.686,35015.216,962.365,63.74,16.684,419.092,1.311,1.2577368,51
0101121E,2023-08-06 05:00,497.629,1.708,34389.902,35716.098,962.575,65.19,16.578,419.092,1.311,1.2775133,51
1011222,2023-08-06 05:00,461.716,1.803,35112.745,35763.529,962.359,64.219,16.484,419.092,1.311,1.251258,51
0101121B,2023-08-06 06:00,530.824,2.13,34090.098,34764.235,962.655,59.191,18.178,416.654,1.299,1.2810061,51
0101121E,2023-08-06 06:00,493.912,1.737,34326.412,35469.255,962.888,60.354,18.006,416.654,1.299,1.2918347,51
1011222,2023-08-06 06:00,457.012,1.833,35047.02,35455.725,962.622,59.429,17.989,416.654,1.299,1.2711125,51
0101121B,2023-08-06 07:00,525.825,2.052,34064.233,34864.05,963.072,53.855,18.941,415.179,1.244,1.2235558,60
0101121E,2023-08-06 07:00,489.825,1.665,34332.967,35598.733,963.318,54.774,18.72,415.179,1.244,1.2270914,60
1011222,2023-08-06 07:00,453.343,1.76,35053.833,35572,963.067,54.466,18.592,415.179,1.244,1.2107856,60
0101121B,2023-08-06 08:00,532.225,2.148,34200.655,34843.964,963.795,62.953,17.228,416.046,1.328,1.2821343,55
0101121E,2023-08-06 08:00,498.545,1.759,34341.927,35527.018,964.009,65.49,16.939,416.046,1.328,1.3083564,55
1011222,2023-08-06 08:00,460.818,1.844,35094.218,35600.764,963.769,63.707,16.834,416.046,1.328,1.2657005,55
0101121B,2023-08-06 09:00,536.039,2.28,34086.153,34472.254,964.239,65.83,17.609,414.872,1.405,1.3746315,59
0101121E,2023-08-06 09:00,504.454,1.898,34216.593,35099.085,964.446,71.094,17.203,414.872,1.405,1.44671,59
1011222,2023-08-06 09:00,462.473,1.961,35018.763,35210.373,964.227,66.403,17.278,414.872,1.405,1.357958,59
0101121B,2023-08-06 10:00,535.353,2.256,34117.649,34549.649,964.693,65.716,17.464,414.045,1.384,1.3593613,57
0101121E,2023-08-06 10:00,514.214,1.945,34061.807,34994.123,964.914,71.603,17.035,414.045,1.384,1.4411105,57
1011222,2023-08-06 10:00,462.226,1.941,35042.386,35296.246,964.661,66.276,17.091,414.045,1.384,1.3390481,57
0101121B,2023-08-06 11:00,533.053,2.31,34005.891,34281.582,964.833,63.538,18.518,411.878,1.404,1.4028069,55
0101121E,2023-08-06 11:00,526.447,2.14,33768.818,34374.582,965.107,70.642,17.975,411.878,1.404,1.5077947,55
1011222,2023-08-06 11:00,458.664,1.995,35003,34995.055,964.831,64.166,18.11,411.878,1.404,1.3810292,55
0101121B,2023-08-06 12:00,531.084,2.301,33999.961,34277.882,965.118,62.024,18.786,411.407,1.4,1.3929959,51
0101121E,2023-08-06 12:00,557.849,2.266,33232.647,34038.216,965.365,69.658,18.222,411.407,1.4,1.5099729,51
1011222,2023-08-06 12:00,457.392,1.982,34993.765,34991.333,965.096,62.465,18.431,411.407,1.4,1.3721842,51
0101121B,2023-08-06 13:00,532.279,2.276,34080.052,34419.931,965.548,63.944,18.087,411.073,1.382,1.3743189,58
0101121E,2023-08-06 13:00,605.226,2.27,32546.431,34078.759,965.834,71.632,17.571,411.073,1.382,1.4900318,58
1011222,2023-08-06 13:00,458.466,1.96,35042.172,35141,965.562,64.312,17.772,411.073,1.382,1.3550952,58
0101121B,2023-08-06 14:00,531.615,2.33,33853.4,34082.527,966.005,59.632,19.729,410.521,1.373,1.4136782,55
0101121E,2023-08-06 14:00,658.967,2.409,31626.2,33604.818,966.311,68.16,19.09,410.521,1.373,1.5557518,55
1011222,2023-08-06 14:00,456.045,2.011,34917.055,34774.218,966.018,60.031,19.362,410.521,1.373,1.391563,55
0101121B,2023-08-06 15:00,522.755,2.157,33765.857,34294.304,966.52,49.199,21.326,408.969,1.236,1.2914683,56
0101121E,2023-08-06 15:00,651.505,2.301,31609.25,33709.196,966.864,57.443,20.572,408.969,1.236,1.4392559,56
1011222,2023-08-06 15:00,449.85,1.853,34867.304,34972.393,966.543,49.589,20.903,408.969,1.236,1.2684002,56
0101121B,2023-08-06 16:00,521.868,2.027,33772.642,34611.075,967.025,45.165,21.38,409.348,1.147,1.1887867,53
0101121E,2023-08-06 16:00,538.085,2.104,33337.717,34194.491,967.364,52.431,20.645,409.348,1.147,1.3190177,53
1011222,2023-08-06 16:00,448.83,1.736,34884.943,35294.981,967.023,45.847,20.915,409.348,1.147,1.172919,53
0101121B,2023-08-06 17:00,520.459,1.956,33969.695,34942.305,967.471,46.799,20.21,410.105,1.12,1.1456965,59
0101121E,2023-08-06 17:00,494.785,1.791,34148.932,35130.559,967.705,50.963,19.743,410.105,1.12,1.2118602,59
1011222,2023-08-06 17:00,449.402,1.665,34992.678,35657.898,967.41,46.976,19.853,410.105,1.12,1.1249481,59
0101121B,2023-08-06 18:00,521.681,1.862,34181.792,35407.057,968.021,48.733,18.61,412.138,1.072,1.079229,53
0101121E,2023-08-06 18:00,488.145,1.482,34404.019,36213.189,968.26,50.753,18.283,412.138,1.072,1.1010913,53
1011222,2023-08-06 18:00,451.375,1.576,35120.604,36152.943,967.981,48.842,18.315,412.138,1.072,1.061933,53
0101121B,2023-08-06 19:00,526.238,1.862,34246.302,35534.585,968.536,51.858,17.612,415.177,1.071,1.0779667,53
0101121E,2023-08-06 19:00,492.217,1.457,34409.774,36392.151,968.806,53.088,17.429,415.177,1.071,1.090615,53
1011222,2023-08-06 19:00,455.136,1.572,35135,36291.057,968.498,51.665,17.49,415.177,1.071,1.0658316,53
0101121B,2023-08-06 20:00,529.027,1.848,34317.61,35691.576,968.847,53.994,16.761,417.128,1.074,1.0637975,59
0101121E,2023-08-06 20:00,495.705,1.46,34419.475,36487.203,969.066,55.033,16.621,417.128,1.074,1.0744444,59
1011222,2023-08-06 20:00,457.693,1.556,35168.39,36470.339,968.769,53.764,16.68,417.128,1.074,1.0538711,59
0101121B,2023-08-06 21:00,527.642,1.769,34393.561,35955.316,968.946,52.434,16.375,415.872,1.019,1.0075541,57
0101121E,2023-08-06 21:00,494.814,1.424,34468.596,36644.491,969.193,53.259,16.237,415.872,1.019,1.0141959,57
1011222,2023-08-06 21:00,455.923,1.494,35248.088,36728.737,968.921,52.522,16.223,415.872,1.019,0.9995594,57
0101121B,2023-08-06 22:00,530.091,1.786,34323.63,35879.889,969.169,52.224,16.591,417.821,1.037,1.0171478,54
0101121E,2023-08-06 22:00,497.344,1.441,34400.167,36556.87,969.419,52.878,16.516,417.821,1.037,1.024702,54
1011222,2023-08-06 22:00,457.915,1.509,35183.537,36642.278,969.133,52.343,16.489,417.821,1.037,1.0128711,54
0101121B,2023-08-06 23:00,532.968,1.851,34220.393,35646.393,969.234,53.114,17.001,419.125,1.089,1.0616919,56
0101121E,2023-08-06 23:00,499.604,1.499,34325.036,36320.089,969.525,53.821,16.929,419.125,1.089,1.0706407,56
1011222,2023-08-06 23:00,459.834,1.57,35112.268,36398.018,969.2,53.352,16.835,419.125,1.089,1.0554043,56
0101121B,2023-08-07,532.47,1.841,34215.093,35663.352,969.131,52.395,17.099,419.081,1.082,1.0540312,54
0101121E,2023-08-07,499.157,1.488,34326.296,36347.37,969.378,53.059,17.004,419.081,1.082,1.0607185,54
1011222,2023-08-07,459.478,1.561,35112.37,36417.926,969.052,52.674,16.902,419.081,1.082,1.0466467,54
0101121B,2023-08-07 01:00,534.855,1.902,34261.917,35578.233,969.127,56.753,16.471,419.823,1.139,1.0960869,60
0101121E,2023-08-07 01:00,502.258,1.544,34326.617,36244.267,969.392,57.737,16.374,419.823,1.139,1.1077879,60
1011222,2023-08-07 01:00,462.667,1.619,35117.75,36343.05,969.097,57.189,16.253,419.823,1.139,1.0892694,60
0101121B,2023-08-07 02:00,536.194,1.898,34321.204,35668.352,969.313,58.759,15.873,419.687,1.126,1.0931662,54
0101121E,2023-08-07 02:00,503.285,1.537,34360.111,36340.556,969.576,59.744,15.774,419.687,1.126,1.1041423,54
1011222,2023-08-07 02:00,463.719,1.615,35157.63,36446.148,969.293,59.097,15.653,419.687,1.126,1.0840771,54
0101121B,2023-08-07 03:00,535.886,1.873,34317.947,35728.825,969.449,57.587,15.937,419.768,1.105,1.0756489,57
0101121E,2023-08-07 03:00,502.916,1.516,34364.491,36403.386,969.719,58.493,15.798,419.768,1.105,1.0826298,57
1011222,2023-08-07 03:00,463.33,1.594,35164.14,36508.579,969.412,57.963,15.661,419.768,1.105,1.0637698,57
0101121B,2023-08-07 04:00,536.572,1.844,34376.862,35876.362,969.659,58.22,15.41,420.182,1.084,1.0511046,58
0101121E,2023-08-07 04:00,503.547,1.487,34394.362,36556.086,969.936,59.12,15.305,420.182,1.084,1.0598577,58
1011222,2023-08-07 04:00,463.9,1.565,35195.828,36667.914,969.579,58.482,15.221,420.182,1.084,1.0432103,58
0101121B,2023-08-07 05:00,537.05,1.87,34235.554,35671.214,970.027,55.758,16.4,419.593,1.089,1.0710955,56
0101121E,2023-08-07 05:00,502.654,1.513,34326.732,36352.089,970.295,56.553,16.287,419.593,1.089,1.0782347,56
1011222,2023-08-07 05:00,462.664,1.593,35125.964,36430.143,969.996,56.025,16.168,419.593,1.089,1.0604985,56
0101121B,2023-08-07 06:00,534.138,1.877,34083.385,35462,970.212,50.913,17.85,417.345,1.087,1.0726367,52
0101121E,2023-08-07 06:00,499.038,1.52,34263.231,36156.962,970.481,51.519,17.73,417.345,1.087,1.07689,52
1011222,2023-08-07 06:00,458.931,1.602,35053.288,36184.846,970.171,51.309,17.577,417.345,1.087,1.0625784,52
0101121B,2023-08-07 07:00,530.656,1.886,34029.615,35333.981,970.604,48.634,18.63,414.089,1.094,1.0757122,52
0101121E,2023-08-07 07:00,494.958,1.528,34268.5,36043.769,970.879,49.297,18.442,414.089,1.094,1.0773085,52
1011222,2023-08-07 07:00,455.756,1.613,35038.865,36040.962,970.537,49.164,18.302,414.089,1.094,1.065403,52
0101121B,2023-08-07 08:00,533.424,2.025,34113.804,35091.804,971.082,56.315,17.708,413.862,1.215,1.1705604,51
0101121E,2023-08-07 08:00,498.3,1.651,34286.353,35771.333,971.343,57.35,17.602,413.862,1.215,1.1838044,51
1011222,2023-08-07 08:00,459.714,1.743,35057.02,35801.804,971.047,57.088,17.395,413.862,1.215,1.1634671,51
0101121B,2023-08-07 09:00,532.98,2.126,33760.74,34506.16,971.174,51.278,20.198,410.465,1.227,1.238534,50
0101121E,2023-08-07 09:00,494.782,1.751,34105.2,35175.9,971.448,52.068,20.104,410.465,1.227,1.2492277,50
1011222,2023-08-07 09:00,455.612,1.848,34865.76,35127.96,971.17,51.881,19.877,410.465,1.227,1.2280565,50
0101121B,2023-08-07 10:00,523.826,1.987,33796.211,34767.368,971.167,45.423,20.981,411.896,1.166,1.155062,57
0101121E,2023-08-07 10:00,489.716,1.62,34112.088,35470.614,971.425,45.861,20.95,411.896,1.166,1.1636681,57
1011222,2023-08-07 10:00,452.872,1.707,34832.491,35420.561,971.123,46.002,20.665,411.896,1.166,1.1474129,57
0101121B,2023-08-07 11:00,524.441,1.97,33914,34917.196,971.339,47.261,20.134,411.461,1.148,1.1459365,51
0101121E,2023-08-07 11:00,489.982,1.608,34202.137,35608.078,971.557,47.801,20.042,411.461,1.148,1.1522699,51
1011222,2023-08-07 11:00,452.469,1.689,34931.216,35579.725,971.269,47.731,19.876,411.461,1.148,1.1391301,51
0101121B,2023-08-07 12:00,528.317,2.049,33294.814,34214.034,971.161,39.335,23.8,409.089,1.14,1.1697561,59
0101121E,2023-08-07 12:00,489.295,1.69,33849.102,34941.085,971.408,40.092,23.511,409.089,1.14,1.1726749,59
1011222,2023-08-07 12:00,451.239,1.781,34562.763,34812.678,971.161,40.14,23.261,409.089,1.14,1.158721,59
0101121B,2023-08-07 13:00,522.958,1.973,33127.623,34166.774,971.168,33.734,25.44,407.777,1.106,1.1165451,53
0101121E,2023-08-07 13:00,485.047,1.608,33756.302,34970.887,971.425,34.504,25.037,407.777,1.106,1.1158003,53
1011222,2023-08-07 13:00,448.368,1.708,34427.547,34766.792,971.162,34.755,24.837,407.777,1.106,1.1110839,53
0101121B,2023-08-07 14:00,517.103,2.121,33528.655,34087.121,971.617,42.184,23.492,407.274,1.266,1.25051,58
0101121E,2023-08-07 14:00,483.453,1.742,33991.621,34831.879,971.838,43.07,23.192,407.274,1.266,1.2536799,58
1011222,2023-08-07 14:00,447.709,1.835,34671.052,34713.5,971.586,43.265,22.944,407.274,1.266,1.2412295,58
0101121B,2023-08-07 15:00,518.453,1.916,33429.466,34529.845,971.6,35.724,23.993,408.529,1.104,1.0957964,58
0101121E,2023-08-07 15:00,483.548,1.552,33934.414,35319.966,971.817,36.381,23.706,408.529,1.104,1.0968703,58
1011222,2023-08-07 15:00,447.964,1.646,34608.69,35167.466,971.593,36.677,23.431,408.529,1.104,1.0879975,58
0101121B,2023-08-07 16:00,523.688,2.154,33866.483,34403.31,971.667,51.585,20.544,412.56,1.358,1.2807609,58
0101121E,2023-08-07 16:00,490.584,1.775,34145.655,35070.155,971.845,52.223,20.51,412.56,1.358,1.2932529,58
1011222,2023-08-07 16:00,455.417,1.857,34825.621,35044.879,971.638,52.332,20.334,412.56,1.358,1.2826269,58
0101121B,2023-08-07 17:00,520.284,1.931,33954.017,34993.259,971.672,46.02,20.337,410.825,1.133,1.1305663,58
0101121E,2023-08-07 17:00,487.691,1.572,34221.552,35690.414,971.86,46.396,20.265,410.825,1.133,1.1344435,58
1011222,2023-08-07 17:00,451.95,1.645,34910.862,35666.19,971.666,46.296,20.157,410.825,1.133,1.1246638,58
0101121B,2023-08-07 18:00,522.62,1.967,34040.017,35011.034,971.729,49.521,19.479,412.822,1.197,1.1530038,59
0101121E,2023-08-07 18:00,490.229,1.603,34261.288,35704.881,971.917,50.082,19.392,412.822,1.197,1.1596286,59
1011222,2023-08-07 18:00,454.385,1.674,34944.085,35692.831,971.649,49.617,19.428,412.822,1.197,1.151768,59
0101121B,2023-08-07 19:00,550.791,1.963,33927.509,35345.421,971.895,57.115,17.016,434.887,1.243,1.1381049,57
0101121E,2023-08-07 19:00,516.34,1.595,34022.175,36004.614,972.111,58.289,17.07,434.887,1.243,1.1649651,57
1011222,2023-08-07 19:00,480.082,1.673,34729,36074.684,971.87,57.332,16.945,434.887,1.243,1.1373188,57
0101121B,2023-08-07 20:00,568.32,1.973,33874.037,35538.389,971.857,63.251,15.301,445.616,1.22,1.131285,54
0101121E,2023-08-07 20:00,531.594,1.594,33905.37,36208.685,972.054,64.545,15.358,445.616,1.22,1.1585274,54
1011222,2023-08-07 20:00,495.159,1.683,34622.093,36305.333,971.783,63.566,15.229,445.616,1.22,1.1318432,54
0101121B,2023-08-07 21:00,580.66,1.95,33767.385,35690.154,971.681,64.843,14.608,455.414,1.192,1.1095747,52
0101121E,2023-08-07 21:00,543.094,1.57,33766.654,36360.885,971.9,66.191,14.684,455.414,1.192,1.1379428,52
1011222,2023-08-07 21:00,505.933,1.659,34495.385,36486.231,971.579,64.93,14.536,455.414,1.192,1.1060699,52
0101121B,2023-08-07 22:00,587.045,1.941,33737.125,35784.429,971.471,66.574,14.033,458.109,1.181,1.0978431,56
0101121E,2023-08-07 22:00,548.561,1.563,33719.286,36451.018,971.739,68.124,14.096,458.109,1.181,1.1276569,56
1011222,2023-08-07 22:00,510.948,1.654,34457.321,36586.786,971.386,66.69,13.965,458.109,1.181,1.0949517,56
0101121B,2023-08-07 23:00,587.737,1.948,33723.754,35762.947,971.102,66.768,14.054,458.572,1.165,1.1028988,57
0101121E,2023-08-07 23:00,548.535,1.565,33717.754,36443.561,971.34,68.06,14.123,458.572,1.165,1.1290235,57
1011222,2023-08-07 23:00,511.016,1.657,34455.439,36575.86,971.004,66.775,13.973,458.572,1.165,1.097381,57
0101121B,2023-08-08,591.092,1.952,33683.102,35765.627,970.747,67.226,13.951,460.207,1.162,1.1034661,59
0101121E,2023-08-08,551.544,1.568,33675.102,36443.983,970.992,68.51,14.018,460.207,1.162,1.1291933,59
1011222,2023-08-08,513.673,1.661,34415.356,36577.492,970.666,67.166,13.893,460.207,1.162,1.0984602,59
0101121B,2023-08-08 01:00,596.836,1.927,33624.357,35868.929,970.523,67.174,13.695,466.92,1.158,1.0848873,56
0101121E,2023-08-08 01:00,557.277,1.549,33598.018,36535.054,970.779,68.627,13.775,466.92,1.158,1.1137723,56
1011222,2023-08-08 01:00,518.929,1.64,34345.786,36685.018,970.425,67.084,13.628,466.92,1.158,1.0788455,56
0101121B,2023-08-08 02:00,610.078,1.85,33523.964,36190.509,970.278,67.256,12.838,480.514,1.125,1.0274025,55
0101121E,2023-08-08 02:00,570.676,1.488,33443.727,36836.455,970.531,69.268,12.897,480.514,1.125,1.0619223,55
1011222,2023-08-08 02:00,531.582,1.577,34202.436,37014.055,970.24,67.218,12.773,480.514,1.125,1.0225372,55
0101121B,2023-08-08 03:00,629.954,1.805,33303.357,36408.786,970.336,67.849,12.119,496.98,1.086,0.9885339,56
0101121E,2023-08-08 03:00,589.396,1.445,33190.589,37062.875,970.616,69.869,12.178,496.98,1.086,1.0216161,56
1011222,2023-08-08 03:00,549.177,1.533,33959.857,37262.571,970.3,67.646,12.066,496.98,1.086,0.9821832,56
0101121B,2023-08-08 04:00,640.472,1.8,33174.404,36451.368,970.579,68.528,11.872,506.335,1.088,0.9821531,57
0101121E,2023-08-08 04:00,599.13,1.439,33054.596,37110.526,970.853,70.538,11.923,506.335,1.088,1.0140051,57
1011222,2023-08-08 04:00,558.204,1.529,33829.965,37309.684,970.488,68.331,11.812,506.335,1.088,0.9755695,57
0101121B,2023-08-08 05:00,637.128,2.009,33009.317,35633.3,970.763,69.743,13.729,498.175,1.164,1.1296749,60
0101121E,2023-08-08 05:00,593.053,1.604,33025.367,36356.8,971.04,70.876,13.746,498.175,1.164,1.1486385,60
1011222,2023-08-08 05:00,552.242,1.709,33773.2,36461.967,970.675,69.371,13.674,498.175,1.164,1.1195304,60
0101121B,2023-08-08 06:00,588.116,2.155,33297.291,34811.073,970.604,61.867,17.314,455.278,1.185,1.2569015,55
0101121E,2023-08-08 06:00,544.975,1.725,33525.618,35591,970.909,62.595,17.233,455.278,1.185,1.2653639,55
1011222,2023-08-08 06:00,505.996,1.856,34240.818,35514.236,970.564,62.291,17.187,455.278,1.185,1.2561731,55
0101121B,2023-08-08 07:00,549.882,2.123,33360.533,34396.517,970.273,48.105,21.114,425.591,1.209,1.2371818,60
0101121E,2023-08-08 07:00,508.595,1.72,33792.383,35169.567,970.618,48.641,20.92,425.591,1.209,1.2356123,60
1011222,2023-08-08 07:00,471.772,1.835,34457.183,35008.55,970.283,48.216,20.935,425.591,1.209,1.2265626,60
0101121B,2023-08-08 08:00,537.781,2.178,32833.246,33629.228,969.828,36.615,25.845,416.589,1.232,1.2524972,57
0101121E,2023-08-08 08:00,496.947,1.787,33482.754,34406.895,970.139,36.901,25.665,416.589,1.232,1.2481817,57
1011222,2023-08-08 08:00,461.389,1.903,34092.175,34136.316,969.854,36.801,25.634,416.589,1.232,1.2427095,57
0101121B,2023-08-08 09:00,534.705,2.193,32154.845,32970.638,969.61,27.552,30.374,414.353,1.208,1.2261584,58
0101121E,2023-08-08 09:00,493.386,1.793,32975.621,33792.603,969.876,27.343,30.422,414.353,1.208,1.2197136,58
1011222,2023-08-08 09:00,460.024,1.928,33526.397,33413.569,969.647,27.43,30.235,414.353,1.208,1.2108921,58
0101121B,2023-08-08 10:00,521.18,2.015,32067.733,33109.217,969.27,22.244,32.161,407.744,1.099,1.101261,60
0101121E,2023-08-08 10:00,482.928,1.624,32951.317,34013.2,969.51,22.328,32.01,407.744,1.099,1.0958895,60
1011222,2023-08-08 10:00,451.918,1.76,33455.383,33583.467,969.287,22.491,31.845,407.744,1.099,1.0937898,60
0101121B,2023-08-08 11:00,520.66,1.939,31917.845,33142,968.986,19.768,33.102,407.986,1.042,1.0316737,58
0101121E,2023-08-08 11:00,482.397,1.552,32834.966,34073.483,969.169,19.877,32.964,407.986,1.042,1.0292336,58
1011222,2023-08-08 11:00,452.016,1.694,33333.724,33619.241,969.047,20.129,32.709,407.986,1.042,1.0275383,58
0101121B,2023-08-08 12:00,511.833,1.896,32162.345,33339.897,968.769,20.481,32.461,406.138,1.045,1.032265,58
0101121E,2023-08-08 12:00,476.747,1.515,33018.672,34267.379,968.936,20.641,32.293,406.138,1.045,1.0304172,58
1011222,2023-08-08 12:00,446.984,1.646,33516.983,33844.034,968.867,20.904,32.038,406.138,1.045,1.0287524,58
0101121B,2023-08-08 13:00,510.202,1.916,32168.035,33264.842,968.647,20.666,32.577,404.891,1.066,1.0480346,57
0101121E,2023-08-08 13:00,474.907,1.529,33053.386,34220.965,968.816,21.009,32.263,404.891,1.066,1.0467469,57
1011222,2023-08-08 13:00,445.205,1.664,33561.982,33799.456,968.744,21.365,31.943,404.891,1.066,1.0454315,57
0101121B,2023-08-08 14:00,511.455,2.031,31845.569,32745.621,968.395,19.588,34.37,404.268,1.135,1.0983879,58
0101121E,2023-08-08 14:00,474.807,1.615,32842.931,33782.207,968.547,20.188,33.868,404.268,1.135,1.1008018,58
1011222,2023-08-08 14:00,445.772,1.772,33345.103,33320.5,968.533,20.646,33.424,404.268,1.135,1.0982457,58
0101121B,2023-08-08 15:00,507.467,1.995,32113.948,33007.862,968.15,21.015,33.146,404.631,1.138,1.1002096,58
0101121E,2023-08-08 15:00,472.772,1.591,33053.741,34030.069,968.293,21.793,32.526,404.631,1.138,1.101526,58
1011222,2023-08-08 15:00,443.44,1.726,33549.793,33606.103,968.291,22.159,32.257,404.631,1.138,1.1035429,58
0101121B,2023-08-08 16:00,502.773,1.879,32833.929,33857.732,968.004,25.423,29.276,405.202,1.108,1.0682641,56
0101121E,2023-08-08 16:00,470.559,1.499,33552.911,34779.357,968.171,26.001,28.904,405.202,1.108,1.0696451,56
1011222,2023-08-08 16:00,440.643,1.604,34077.982,34467.232,968.138,26.233,28.727,405.202,1.108,1.0682043,56
0101121B,2023-08-08 17:00,504.513,1.874,33309.545,34311.545,968.165,31.215,26.19,408.696,1.144,1.0948607,55
0101121E,2023-08-08 17:00,473.678,1.506,33828.345,35119.2,968.304,31.365,26.174,408.696,1.144,1.0989852,55
1011222,2023-08-08 17:00,442.855,1.595,34384.273,34898.073,968.318,31.531,26.046,408.696,1.144,1.0965278,55
0101121B,2023-08-08 18:00,515.895,1.971,33425.105,34342.912,968.409,37.473,24.287,418.86,1.249,1.1728756,57
0101121E,2023-08-08 18:00,485.204,1.597,33837.333,35099.684,968.575,37.649,24.326,418.86,1.249,1.1809679,57
1011222,2023-08-08 18:00,453.477,1.679,34410.175,34943.404,968.537,37.722,24.233,418.86,1.249,1.1767181,57
0101121B,2023-08-08 19:00,563.161,2.11,33030.051,34318.492,968.754,46.816,21.972,460.667,1.401,1.2737674,59
0101121E,2023-08-08 19:00,530.854,1.722,33310.61,35033.881,968.868,47.198,22.034,460.667,1.401,1.2889442,59
1011222,2023-08-08 19:00,497.178,1.805,33898.627,34949.034,968.856,47.246,21.914,460.667,1.401,1.2809302,59
0101121B,2023-08-08 20:00,572.845,2.134,33098.569,34459.948,968.783,51.971,20.47,467.515,1.395,1.290666,58
0101121E,2023-08-08 20:00,539.628,1.743,33318.293,35159.224,968.907,52.472,20.499,467.515,1.395,1.305295,58
1011222,2023-08-08 20:00,504.645,1.823,33933.379,35122.293,968.89,52.316,20.412,467.515,1.395,1.2944289,58
0101121B,2023-08-08 21:00,590.741,2.186,32906.414,34409.931,968.703,55.274,19.889,481.856,1.418,1.3247943,58
0101121E,2023-08-08 21:00,555.783,1.787,33110.293,35104.517,968.817,55.827,19.918,481.856,1.418,1.3403113,58
1011222,2023-08-08 21:00,519.259,1.868,33743.207,35087.966,968.812,55.522,19.82,481.856,1.418,1.324947,58
0101121B,2023-08-08 22:00,605.209,2.214,32715.036,34362.236,968.595,56.677,19.71,492.311,1.433,1.3436466,55
0101121E,2023-08-08 22:00,568.971,1.815,32918.509,35048.364,968.76,57.345,19.733,492.311,1.433,1.3612065,55
1011222,2023-08-08 22:00,531.8,1.897,33549.582,35033.891,968.736,56.901,19.652,492.311,1.433,1.3438765,55
0101121B,2023-08-08 23:00,583.978,2.199,33026.466,34393.966,968.217,56.017,19.769,472.224,1.394,1.3333547,58
0101121E,2023-08-08 23:00,548.124,1.798,33246.586,35090.69,968.362,56.528,19.789,472.224,1.394,1.3469743,58
1011222,2023-08-08 23:00,511.412,1.881,33890.5,35070.552,968.35,56.109,19.707,472.224,1.394,1.3302724,58
0101121B,2023-08-09,563.326,2.14,33352.684,34543.702,967.926,54.473,19.715,452.688,1.346,1.2926694,57
0101121E,2023-08-09,528.4,1.745,33575.105,35243.702,968.096,54.9,19.74,452.688,1.346,1.3046387,57
1011222,2023-08-09,492.193,1.828,34234.474,35226.684,968.051,54.574,19.629,452.688,1.346,1.2880193,57
0101121B,2023-08-09 01:00,558.462,2.142,33455.897,34562.586,967.766,55.115,19.528,447.985,1.353,1.2930727,58
0101121E,2023-08-09 01:00,523.634,1.748,33672.414,35258.259,967.972,55.614,19.551,447.985,1.353,1.3062983,58
1011222,2023-08-09 01:00,487.412,1.831,34340.069,35247.552,967.89,55.238,19.437,447.985,1.353,1.2884385,58
0101121B,2023-08-09 02:00,572.988,2.166,33258.672,34530.034,967.866,56.36,19.321,460.414,1.373,1.3051812,58
0101121E,2023-08-09 02:00,537.624,1.771,33455.431,35210.793,968.067,56.878,19.396,460.414,1.373,1.3229991,58
1011222,2023-08-09 02:00,501.097,1.855,34120.017,35211.017,968.021,56.528,19.236,460.414,1.373,1.3019499,58
0101121B,2023-08-09 03:00,583.168,2.194,33136.533,34494.317,968.203,58.064,19.069,467.296,1.389,1.3232607,60
0101121E,2023-08-09 03:00,546.94,1.795,33329.017,35176.217,968.418,58.734,19.11,467.296,1.389,1.3416744,60
1011222,2023-08-09 03:00,509.442,1.878,33999.75,35184.367,968.308,58.18,18.991,467.296,1.389,1.3193364,60
0101121B,2023-08-09 04:00,579.748,2.205,33175.607,34456.268,968.545,58.053,19.171,462.881,1.39,1.330972,56
0101121E,2023-08-09 04:00,543.495,1.805,33375.768,35133.554,968.771,58.702,19.221,462.881,1.39,1.3497637,56
